locus_tag,gene,producto,inicio,fin,longitud_nt,longitud_aa,strand,protein_id
b3769,ilvM,acetolactate synthase II subunit IlvM,3952200,3952464,264,88,+,AAC77489.1
b3770,ilvE,branched-chain-amino-acid aminotransferase,3952483,3953413,930,310,+,AAT48207.1
b3771,ilvD,dihydroxy-acid dehydratase,3953477,3955328,1851,617,+,AAT48208.1
b3772,ilvA,threonine deaminase,3955330,3956875,1545,515,+,AAC77492.1
b3773,ilvY,DNA-binding transcriptional dual regulator IlvY,3956926,3957820,894,298,-,AAC77493.1
b3774,ilvC,ketol-acid reductoisomerase (NADP(+)),3957969,3959445,1476,492,+,AAC76779.1
b3775,ppiC,peptidyl-prolyl cis-trans isomerase C,3959531,3959813,282,94,-,AAC76780.1
b3778,rep,ATP-dependent DNA helicase Rep,3960676,3962698,2022,674,+,AAT48209.1
b3779,gpp,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",3962744,3964229,1485,495,-,AAT48210.1
b3780,rhlB,ATP-dependent RNA helicase RhlB,3964364,3965630,1266,422,-,AAC76785.1
b3781,trxA,thioredoxin 1,3965760,3966090,330,110,+,AAC76786.2
b3782,rhoL,rho operon leader peptide,3966230,3966332,102,34,+,AYC08255.1
b3783,rho,transcription termination factor Rho,3966416,3967676,1260,420,+,AAC76788.1
b3784,wecA,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,3967915,3969019,1104,368,+,AAC76789.1
b3785,wzzE,enterobacterial common antigen polysaccharide co-polymerase,3969030,3970077,1047,349,+,AAC76790.2
b3786,wecB,UDP-N-acetylglucosamine 2-epimerase,3970132,3971263,1131,377,+,AAT48211.1
b3787,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,3971259,3972522,1263,421,+,AAT48212.1
b3788,rffG,"dTDP-glucose 4,6-dehydratase 2",3972521,3973589,1068,356,+,AAT48213.1
b3789,rffH,glucose-1-phosphate thymidylyltransferase 2,3973607,3974489,882,294,+,AAC76794.1
b3790,rffC,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase",3974466,3975141,675,225,+,AAT48214.2
b3791,wecE,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,3975145,3976276,1131,377,+,AAC76796.1
b3792,wzxE,lipid IIIECA flippase,3976277,3977528,1251,417,+,AAC76797.1
b4481,wecF,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,3977524,3978604,1080,360,+,AAT48215.1
b3793,wzyE,enterobacterial common antigen polymerase,3978600,3979953,1353,451,+,AAC76800.1
b3794,rffM,UDP-N-acetyl-D-mannosaminuronic acid transferase,3979955,3980696,741,247,+,AAC76801.1
b3795,thrP,threonine/serine:H(+) symporter ThrP,3980886,3982272,1386,462,+,AAT48216.1
b3800,aslB,putative anaerobic sulfatase maturation enzyme AslB,3982957,3984193,1236,412,+,AAT48217.1
b3801,aslA,putative sulfatase AslA,3984351,3986007,1656,552,-,AAC76804.1
b3802,hemY,protein HemY,3986685,3987882,1197,399,-,AAC76805.1
b3803,hemX,PF04375 family protein HemX,3987884,3989066,1182,394,-,AAC76806.1
b3804,hemD,uroporphyrinogen-III synthase,3989087,3989828,741,247,-,AAC76807.1
b3805,hemC,hydroxymethylbilane synthase,3989824,3990766,942,314,-,AAT48218.1
b3806,cyaA,adenylate cyclase,3991152,3993699,2547,849,+,AAC76809.1
b3807,cyaY,frataxin CyaY,3993738,3994059,321,107,-,AAC76810.1
b3808,yzcX,protein YzcX,3993849,3994335,486,162,+,AYC08256.1
b4558,lptM,LptD oxidative maturation-associated lipoprotein,3994521,3994725,204,68,+,ABD18710.1
b3809,dapF,diaminopimelate epimerase,3994761,3995586,825,275,+,AAC76812.2
b3810,yigA,DUF484 domain-containing protein YigA,3995582,3996290,708,236,+,AAC76813.1
b3811,xerC,site-specific tyrosine recombinase,3996286,3997183,897,299,+,AAC76814.1
b3812,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,3997182,3997899,717,239,+,AAC76815.1
b3813,uvrD,DNA helicase II,3997982,4000145,2163,721,+,AAC76816.1
b4482,yigE,DUF2233 domain-containing protein YigE,4000291,4001056,765,255,-,AAT48219.1
b4799,ysgD,protein YsgD,4001217,4001274,57,19,+,QNV50553.1
b3816,corA,Ni(2(+))/Co(2(+))/Mg(2(+)) transporter,4001425,4002376,951,317,+,AAC76819.1
b3817,yigF,DUF2628 domain-containing protein YigF,4002418,4002799,381,127,-,AAC76820.1
b3818,yigG,inner membrane protein YigG,4002812,4003193,381,127,-,AAC76821.2
b3819,rarD,putative transporter RarD,4003287,4004178,891,297,-,AAT48220.1
b3820,yigI,acyl-CoA thioesterase YigI,4004229,4004697,468,156,-,AAC76823.2
b3821,pldA,outer membrane phospholipase A,4004861,4005731,870,290,+,AAC76824.1
b3822,recQ,ATP-dependent DNA helicase RecQ,4005863,4007693,1830,610,+,AAT48221.1
b3823,rhtC,L-threonine exporter,4007756,4008377,621,207,+,AAT48222.1
b3824,rhtB,L-homoserine/L-homoserine lactone/L-threonine exporter,4008438,4009059,621,207,-,AAT48223.1
b3825,pldB,lysophospholipase L2,4009169,4010192,1023,341,+,AAT48224.1
b3826,yigL,phosphosugar phosphatase YigL,4010199,4011000,801,267,+,AAT48225.1
b3827,bioP,biotin transporter,4011075,4011975,900,300,+,AAC76830.1
b3828,metR,DNA-binding transcriptional dual regulator MetR,4011862,4012816,954,318,-,AAC76831.1
b3829,metE,cobalamin-independent homocysteine transmethylase,4013052,4015314,2262,754,+,AAC76832.1
b3830,ysgA,putative dienelactone hydrolase,4015353,4016169,816,272,-,AAT48226.1
b3831,udp,uridine phosphorylase,4016430,4017192,762,254,+,AAC76834.1
b3832,rmuC,putative recombination limiting protein RmuC,4017332,4018760,1428,476,+,AAC76835.1
b3833,ubiE,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase",4018854,4019610,756,252,+,AAT48227.1
b3834,ubiJ,ubiquinone biosynthesis accessory factor UbiJ,4019623,4020229,606,202,+,AAC76837.1
b3835,ubiB,ubiquinone biosynthesis protein UbiB,4020225,4021866,1641,547,+,AAC76838.1
b3836,tatA,twin arginine protein translocation system - TatA protein,4021944,4022214,270,90,+,AAC76839.2
b3838,tatB,twin arginine protein translocation system - TatB protein,4022217,4022733,516,172,+,AAT48228.1
b3839,tatC,twin arginine protein translocation system - TatC protein,4022735,4023512,777,259,+,AAC76842.1
b4483,tatD,3' -> 5' ssDNA/RNA exonuclease TatD,4023553,4024336,783,261,+,AAT48229.1
b3842,rfaH,transcription antiterminator RfaH,4024332,4024821,489,163,-,AAC76845.1
b3843,ubiD,3-octaprenyl-4-hydroxybenzoate decarboxylase,4024987,4026481,1494,498,+,AAC76846.1
b3844,fre,NAD(P)H-flavin reductase,4026526,4027228,702,234,+,AAC76847.1
b3845,fadA,3-ketoacyl-CoA thiolase,4027608,4028772,1164,388,-,AAT48230.1
b3846,fadB,"multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase",4028781,4030971,2190,730,-,AAC76849.1
b3847,pepQ,Xaa-Pro dipeptidase,4031160,4032492,1332,444,+,AAC76850.1
b3848,yigZ,IMPACT family member YigZ,4032491,4033106,615,205,+,AAC76851.2
b3849,trkH,K(+) transporter TrkH,4033144,4034596,1452,484,+,AAT48231.1
b3850,hemG,protoporphyrinogen oxidase,4034607,4035153,546,182,+,AAC76853.1
b3856,mobB,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,4040905,4041433,528,176,-,AAC76854.2
b3857,mobA,molybdenum cofactor guanylyltransferase,4041414,4041999,585,195,-,AAC76855.1
b3858,yihD,DUF1040 domain-containing protein YihD,4042068,4042338,270,90,+,AAC76856.1
b3859,srkA,stress response kinase A,4042414,4043401,987,329,+,AAC76857.1
b3860,dsbA,thiol:disulfide oxidoreductase DsbA,4043417,4044044,627,209,+,AAC76858.1
b3861,yihF,DUF945 domain-containing protein YihF,4044198,4045629,1431,477,+,AAC76859.2
b3862,yihG,1-acylglycerol-3-phosphate O-acyltransferase YihG,4045669,4046602,933,311,-,AAC76860.1
b3863,polA,DNA polymerase I,4046965,4049752,2787,929,+,AAC76861.1
b4837,spfP,dual-function small protein SpfP,4049916,4049964,48,16,+,XJW14021.1
b3865,yihA,GTP-binding protein YihA,4050132,4050765,633,211,-,AAC76862.3
b3866,yihI,Der GTPase-activating protein YihI,4051346,4051856,510,170,+,AAC76863.1
b3867,hemN,coproporphyrinogen III dehydrogenase,4052044,4053418,1374,458,+,AAC76864.2
b4686,yshB,uncharacterized protein YshB,4053646,4053757,111,37,-,ACO60012.1
b3868,glnG,DNA-binding transcriptional dual regulator NtrC,4053868,4055278,1410,470,-,AAC76865.1
b3869,glnL,protein histidine kinase NtrB,4055289,4056339,1050,350,-,AAC76866.1
b3870,glnA,glutamine synthetase,4056624,4058034,1410,470,-,AAC76867.1
b3871,bipA,50S ribosomal subunit assembly factor BipA,4058406,4060230,1824,608,+,AAT48232.1
b3872,yihL,putative DNA-binding transcriptional regulator YihL,4060446,4061157,711,237,+,AAC76869.1
b3873,yihM,putative TIM barrel domain-containing protein YihM,4061164,4062145,981,327,+,AAC76870.1
b3874,yihN,putative transporter YihN,4062246,4063512,1266,422,+,AAC76871.1
b3875,ompL,putative outer membrane porin L,4063602,4064295,693,231,-,AAC76872.1
b3876,yihO,putative sulfoquinovose transporter,4064362,4065766,1404,468,-,AAT48233.1
b3877,yihP,"putative 2,3-dihydroxypropane-1-sulfonate export protein",4065808,4067194,1386,462,-,AAC76874.2
b3878,yihQ,sulfoquinovosidase,4067239,4069276,2037,679,-,AAC76875.1
b3879,yihR,putative sulfoquinovose mutarotase YihR,4069474,4070401,927,309,-,AAC76876.1
b3880,yihS,sulfoquinovose isomerase,4070514,4071756,1242,414,-,AAD13442.2
b3881,yihT,6-deoxy-6-sulfofructose-1-phosphate aldolase,4071772,4072651,879,293,-,AAD13443.1
b3882,yihU,3-sulfolactaldehyde reductase,4072674,4073571,897,299,-,AAD13444.1
b3883,yihV,6-deoxy-6-sulfofructose kinase,4073738,4074635,897,299,+,AAD13445.2
b3884,csqR,DNA-binding transcriptional dual regulator CsqR,4074668,4075454,786,262,+,AAD13446.2
b3885,yihX,alpha-D-glucose-1-phosphate phosphatase YihX,4075552,4076152,600,200,+,AAD13447.2
b3886,yihY,PF03631 family membrane protein YihY,4076145,4077018,873,291,+,AAD13448.1
b3887,dtd,D-aminoacyl-tRNA deacylase,4077014,4077452,438,146,+,AAD13449.1
b3888,fabY,putative fatty acid biosynthesis enzyme FabY,4077448,4078438,990,330,+,AAD13450.1
b3889,yiiE,putative DNA-binding transcriptional regulator YiiE,4079290,4079509,219,73,+,AAD13451.4
b3890,yiiF,protein YiiF,4079750,4079969,219,73,+,AAD13452.2
b3891,fdhE,formate dehydrogenase formation protein,4080298,4081228,930,310,-,AAD13453.1
b3892,fdoI,formate dehydrogenase O subunit gamma,4081224,4081860,636,212,-,AAD13454.1
b3893,fdoH,formate dehydrogenase O subunit beta,4081856,4082759,903,301,-,AAD13455.1
b3894,fdoG,formate dehydrogenase O subunit alpha,4082771,4085822,3051,1017,-,AAD13456.1
b3895,fdhD,sulfurtransferase for molybdenum cofactor sulfuration,4086015,4086849,834,278,+,AAC76877.1
b3896,yiiG,DUF3829 domain-containing lipoprotein YiiG,4087001,4088057,1056,352,+,AAC76878.1
b3897,frvR,putative DNA-binding transcriptional regulator FrvR,4088106,4089855,1749,583,-,AAC76879.1
b3898,frvX,peptidase M42 family protein FrvX,4089854,4090925,1071,357,-,AAC76880.1
b3899,frvB,putative PTS enzyme IIBC component FrvB,4090914,4092366,1452,484,-,AAC76881.2
b3900,frvA,putative PTS enzyme IIA component FrvA,4092376,4092823,447,149,-,AAC76882.1
b3901,rhaM,L-rhamnose mutarotase,4093123,4093438,315,105,-,AAC76883.1
b3902,rhaD,rhamnulose-1-phosphate aldolase,4093447,4094272,825,275,-,AAC76884.1
b3903,rhaA,L-rhamnose isomerase,4094722,4095982,1260,420,-,AAT48234.1
b3904,rhaB,rhamnulokinase,4095978,4097448,1470,490,-,AAC76886.1
b3905,rhaS,DNA-binding transcriptional activator RhaS,4097735,4098572,837,279,+,AAC76887.1
b3906,rhaR,DNA-binding transcriptional activator RhaR,4098645,4099494,849,283,+,AAC76888.2
b3907,rhaT,rhamnose/lyxose:H(+) symporter,4099490,4100525,1035,345,-,AAC76889.1
b3908,sodA,superoxide dismutase (Mn),4100809,4101430,621,207,+,AAC76890.1
b3909,kdgT,2-dehydro-3-deoxy-D-gluconate:H(+) symporter,4101689,4102673,984,328,+,AAC76891.2
b3910,yiiM,6-hydroxyaminopurine reductase,4102821,4103496,675,225,+,AAC76892.2
b3911,cpxA,sensor histidine kinase CpxA,4103601,4104975,1374,458,-,AAC76893.1
b3912,cpxR,DNA-binding transcriptional dual regulator CpxR,4104971,4105670,699,233,-,AAC76894.1
b4484,cpxP,periplasmic protein CpxP,4105819,4106320,501,167,+,AAT48235.1
b3915,fieF,Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter,4106468,4107371,903,301,+,AAC76897.1
b3916,pfkA,6-phosphofructokinase 1,4107551,4108514,963,321,+,AAC76898.1
b3917,sbp,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp,4108833,4109823,990,330,+,AAC76899.1
b3918,cdh,CDP-diacylglycerol diphosphatase,4109929,4110685,756,252,+,AAC76900.1
b3919,tpiA,triose-phosphate isomerase,4110739,4111507,768,256,-,AAC76901.1
b3920,yiiQ,DUF1454 domain-containing protein YiiQ,4111614,4112214,600,200,-,AAC76902.1
b3921,yiiR,DUF805 domain-containing protein YiiR,4112314,4112755,441,147,+,AAC76903.1
b3922,yiiS,DUF406 domain-containing protein YiiS,4112966,4113266,300,100,+,AAC76904.1
b3923,uspD,universal stress protein D,4113292,4113721,429,143,+,AAC76905.1
b3924,fpr,flavodoxin/ferredoxin-NADP(+) reductase,4113725,4114472,747,249,-,AAC76906.1
b3925,glpX,"fructose-1,6-bisphosphatase 2",4114568,4115579,1011,337,-,AAC76907.1
b3926,glpK,glycerol kinase,4115713,4117222,1509,503,-,AAC76908.1
b3927,glpF,glycerol facilitator,4117244,4118090,846,282,-,AAC76909.1
b3928,zapB,cell division factor ZapB,4118514,4118760,246,82,+,AAC76910.1
b3929,rraA,ribonuclease E inhibitor protein A,4118844,4119330,486,162,-,AAC76911.1
b3930,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",4119422,4120349,927,309,-,AAC76912.1
b3931,hslU,ATPase component of the HslVU protease,4120415,4121747,1332,444,-,AAC76913.1
b3932,hslV,peptidase component of the HslVU protease,4121756,4122287,531,177,-,AAC76914.1
b3933,ftsN,cell division protein FtsN,4122379,4123339,960,320,-,AAC76915.1
b3934,cytR,CytR,4123430,4124456,1026,342,-,AAC76916.1
b3935,priA,primosomal protein N',4124611,4126810,2199,733,-,AAC76917.1
b3936,rpmE,50S ribosomal subunit protein L31,4127012,4127225,213,71,+,AAC76918.1
b3937,yiiX,putative lipid-binding hydrolase YiiX,4127285,4127894,609,203,-,AAC76919.1
b3938,metJ,DNA-binding transcriptional repressor MetJ,4128077,4128395,318,106,-,AAC76920.1
b3939,metB,O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase,4128671,4129832,1161,387,+,AAC76921.1
b3940,metL,fused aspartate kinase/homoserine dehydrogenase 2,4129834,4132267,2433,811,+,AAC76922.1
b3941,metF,"5,10-methylenetetrahydrofolate reductase",4132615,4133506,891,297,+,AAC76923.1
b3942,katG,catalase/hydroperoxidase HPI,4133834,4136015,2181,727,+,AAC76924.1
b3943,yijE,cystine exporter,4136107,4137013,906,302,+,AAC76925.2
b3944,yijF,DUF1287 domain-containing protein YijF,4137039,4137657,618,206,-,AAC76926.1
b3945,gldA,"L-1,2-propanediol dehydrogenase/glycerol dehydrogenase",4137931,4139035,1104,368,-,AAC76927.2
b3946,fsaB,fructose-6-phosphate aldolase 2,4139045,4139708,663,221,-,AAC76928.1
b3947,ptsA,putative PTS multiphosphoryl transfer protein PtsA,4139719,4142221,2502,834,-,AAT48236.1
b3949,frwC,putative PTS enzyme IIC component FrwC,4142529,4143609,1080,360,+,AAC76931.1
b3950,frwB,putative PTS enzyme IIB component FrwB,4143623,4143944,321,107,+,AAC76932.1
b3951,pflD,putative formate acetyltransferase 2,4143994,4146292,2298,766,+,AAC76933.1
b3952,pflC,putative pyruvate formate-lyase 2 activating enzyme PflC,4146257,4147136,879,293,+,AAC76934.1
b3953,frwD,putative PTS enzyme IIB component FrwD,4147137,4147479,342,114,+,AAC76935.1
b3954,yijO,putative DNA-binding transcriptional regulator YijO,4147465,4148317,852,284,-,AAC76936.1
b3955,eptC,phosphoethanolamine transferase EptC,4148531,4150265,1734,578,-,AAC76937.1
b3956,ppc,phosphoenolpyruvate carboxylase,4150446,4153098,2652,884,-,AAC76938.1
b3957,argE,acetylornithine deacetylase,4153695,4154847,1152,384,-,AAC76939.1
b3958,argC,N-acetylglutamylphosphate reductase,4155000,4156005,1005,335,+,AAC76940.1
b3959,argB,acetylglutamate kinase,4156012,4156789,777,259,+,AAC76941.3
b3960,argH,argininosuccinate lyase,4156849,4158223,1374,458,+,AAC76942.1
b3961,oxyR,DNA-binding transcriptional dual regulator OxyR,4158489,4159407,918,306,+,AAC76943.1
b3962,sthA,soluble pyridine nucleotide transhydrogenase,4159389,4160790,1401,467,-,AAC76944.2
b3963,fabR,DNA-binding transcriptional repressor FabR,4161066,4161771,705,235,+,AAC76945.3
b3964,yijD,DUF1422 domain-containing inner membrane protein YijD,4161770,4162130,360,120,+,AAC76946.1
b3965,trmA,tRNA m(5)U54 methyltransferase,4162169,4163270,1101,367,-,AAC76947.1
b3966,btuB,cobalamin outer membrane transporter,4163638,4165483,1845,615,+,AAC76948.1
b3967,murI,glutamate racemase,4165427,4166285,858,286,+,AAC76949.2
b3972,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,4172056,4173085,1029,343,+,AAC76950.1
b3973,birA,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,4173081,4174047,966,322,+,AAC76951.1
b3974,coaA,pantothenate kinase,4174075,4175026,951,317,-,AAC76952.1
b3980,tufB,translation elongation factor Tu 2,4175943,4177128,1185,395,+,AAC76954.1
b3981,secE,Sec translocon subunit SecE,4177357,4177741,384,128,+,AAC76955.1
b3982,nusG,transcription termination/antitermination factor NusG,4177742,4178288,546,182,+,AAC76956.1
b3983,rplK,50S ribosomal subunit protein L11,4178446,4178875,429,143,+,AAC76957.1
b3984,rplA,50S ribosomal subunit protein L1,4178878,4179583,705,235,+,AAC76958.1
b3985,rplJ,50S ribosomal subunit protein L10,4179995,4180493,498,166,+,AAC76959.1
b3986,rplL,50S ribosomal subunit protein L12,4180559,4180925,366,122,+,AAC76960.1
b3987,rpoB,RNA polymerase subunit beta,4181244,4185273,4029,1343,+,AAC76961.1
b3988,rpoC,RNA polymerase subunit beta',4185349,4189573,4224,1408,+,AAC76962.1
b3989,yjaZ,protein YjaZ,4189785,4190325,540,180,+,AAC76963.1
b3990,thiH,2-iminoacetate synthase,4190734,4191868,1134,378,-,AAC76964.1
b3991,thiG,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,4191864,4192635,771,257,-,AAC76965.2
b4407,thiS,sulfur carrier protein ThiS,4192636,4192837,201,67,-,AAT48237.1
b3992,thiF,sulfur carrier protein ThiS adenylyltransferase,4192820,4193576,756,252,-,AAC76966.2
b3993,thiE,thiamine phosphate synthase,4193568,4194204,636,212,-,AAC76967.1
b3994,thiC,phosphomethylpyrimidine synthase,4194203,4196099,1896,632,-,AAC76968.1
b3995,rsd,regulator of sigma D,4196331,4196808,477,159,-,AAC76969.1
b3996,nudC,RNA decapping hydrolase,4196902,4197676,774,258,+,AAT48238.1
b3997,hemE,uroporphyrinogen decarboxylase,4197715,4198780,1065,355,+,AAC76971.1
b3998,nfi,endonuclease V,4198789,4199461,672,224,+,AAC76972.2
b3999,yjaG,DUF416 domain-containing protein YjaG,4199503,4200094,591,197,+,AAC76973.1
b4000,hupA,DNA-binding protein HU-alpha,4200280,4200553,273,91,+,AAC76974.1
b4001,yjaH,DUF1481 domain-containing protein YjaH,4200565,4201261,696,232,+,AAC76975.1
b4002,zraP,signaling pathway modulator ZraP,4201262,4201688,426,142,-,AAC76976.2
b4003,zraS,sensor histidine kinase ZraS,4201925,4203323,1398,466,+,AAC76977.1
b4004,zraR,DNA-binding transcriptional activator ZraR,4203319,4204645,1326,442,+,AAC76978.1
b4005,purD,phosphoribosylamine--glycine ligase,4204641,4205931,1290,430,-,AAC76979.1
b4006,purH,bifunctional AICAR transformylase/IMP cyclohydrolase,4205942,4207532,1590,530,-,AAC76980.1
b4011,yjaA,stress response protein,4213233,4213617,384,128,+,AAC76981.1
b4012,yjaB,peptidyl-lysine N-acetyltransferase YjaB,4213679,4214123,444,148,-,AAC76982.1
b4013,metA,homoserine O-succinyltransferase,4214279,4215209,930,310,+,AAC76983.1
b4014,aceB,malate synthase A,4215477,4217079,1602,534,+,AAC76984.1
b4015,aceA,isocitrate lyase,4217108,4218413,1305,435,+,AAC76985.1
b4016,aceK,isocitrate dehydrogenase kinase/phosphatase,4218595,4220332,1737,579,+,AAC76986.1
b4017,arpA,ankyrin-like regulator,4220300,4222487,2187,729,-,AAC76987.1
b4018,iclR,DNA-binding transcriptional repressor IclR,4222803,4223628,825,275,-,AAC76988.2
b4019,metH,cobalamin-dependent methionine synthase,4223827,4227511,3684,1228,+,AAC76989.1
b4020,yjbB,putative inorganic phosphate export protein YjbB,4227730,4229362,1632,544,+,AAC76990.1
b4021,pepE,peptidase E,4229452,4230142,690,230,-,AAC76991.1
b4022,rluF,23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase,4230353,4231226,873,291,+,AAC76992.1
b4023,yjbD,DUF3811 domain-containing protein YjbD,4231358,4231631,273,91,-,AAC76993.1
b4024,lysC,aspartate kinase III,4231883,4233233,1350,450,-,AAC76994.1
b4025,pgi,glucose-6-phosphate isomerase,4233757,4235407,1650,550,+,AAC76995.1
b4026,yjbE,uncharacterized protein YjbE,4235905,4236148,243,81,+,AAC76996.1
b4027,yjbF,lipoprotein YjbF,4236261,4236900,639,213,+,AAC76997.2
b4028,yjbG,capsule biosynthesis GfcC family protein YjbG,4236896,4237634,738,246,+,AAC76998.1
b4029,yjbH,putative lipoprotein YjbH,4237633,4239730,2097,699,+,AAC76999.1
b4620,yjbT,PF17089 family protein YjbT,4239776,4240055,279,93,-,ABP93457.1
b4030,psiE,putative phosphate starvation-inducible protein PsiE,4240324,4240735,411,137,+,AAC77000.1
b4031,xylE,D-xylose:H(+) symporter,4240778,4242254,1476,492,-,AAC77001.1
